species	ind	date	jday	julian	total	new	senesced
parvifolium	parv1	2013-09-14	257	13257	46	0	0
parvifolium	parv1	2013-10-12	285	13285	46	0	0
parvifolium	parv1	2013-11-09	313	13313	46	0	0
parvifolium	parv1	2013-12-28	362	13362	0	0	46
parvifolium	parv1	2014-03-09	68	14068	0	0	0
parvifolium	parv1	2014-03-22	81	14081	12	12	0
parvifolium	parv1	2014-04-13	103	14103	47	35	0
parvifolium	parv1	2014-04-26	116	14116	47	0	0
parvifolium	parv1	2014-05-17	137	14137	47	0	0
parvifolium	parv1	2014-06-01	152	14152	47	0	0
parvifolium	parv1	2014-06-21	172	14172	47	0	0
parvifolium	parv1	2014-08-17	229	14229	47	0	0
parvifolium	parv1	2014-10-04	277	14277	47	0	0
parvifolium	parv1	2014-11-03	307	14307	45	0	2
parvifolium	parv1	2014-11-22	326	14326	0	0	45
parvifolium	parv1	2014-12-27	361	14361	0	0	0
parvifolium	parv1	2015-02-02	33	15033	0	0	0
parvifolium	parv1	2015-02-28	59	15059	0	0	0
parvifolium	parv1	2015-03-29	88	15088	41	41	0
parvifolium	parv1	2015-04-26	116	15116	41	0	0
parvifolium	parv1	2015-06-02	153	15153	41	0	0
parvifolium	parv2	2013-05-02	122	13122	56	0	0
parvifolium	parv2	2013-06-02	153	13153	74	18	0
parvifolium	parv2	2013-07-07	188	13188	80	6	0
parvifolium	parv2	2013-08-09	221	13221	81	1	0
parvifolium	parv2	2013-09-14	257	13257	81	0	0
parvifolium	parv2	2013-10-12	285	13285	81	0	0
parvifolium	parv2	2013-11-09	313	13313	81	0	0
parvifolium	parv2	2013-12-28	362	13362	0	0	81
parvifolium	parv2	2014-03-09	68	14068	0	0	0
parvifolium	parv2	2014-03-22	81	14081	47	47	0
parvifolium	parv2	2014-04-13	103	14103	54	7	0
parvifolium	parv2	2014-04-26	116	14116	58	4	0
parvifolium	parv2	2014-05-17	137	14137	62	4	0
parvifolium	parv2	2014-06-01	152	14152	62	0	0
parvifolium	parv2	2014-06-21	172	14172	62	0	0
parvifolium	parv2	2014-08-17	229	14229	48	0	14
parvifolium	parv2	2014-10-04	277	14277	37	0	11
parvifolium	parv2	2014-11-03	307	14307	32	0	5
parvifolium	parv2	2014-11-22	326	14326	1	0	31
parvifolium	parv2	2014-12-27	361	14361	1	0	0
parvifolium	parv2	2015-02-02	33	15033	1	0	0
parvifolium	parv2	2015-02-28	59	15059	1	0	0
parvifolium	parv2	2015-03-29	88	15088	78	77	0
parvifolium	parv2	2015-04-26	116	15116	78	0	0
parvifolium	parv2	2015-06-02	153	15153	78	0	0
parvifolium	parv3	2013-05-02	122	13122	24	0	0
parvifolium	parv3	2013-06-02	153	13153	30	6	0
parvifolium	parv3	2013-07-07	188	13188	30	0	0
parvifolium	parv3	2013-08-09	221	13221	30	0	0
parvifolium	parv3	2013-09-14	257	13257	31	1	0
parvifolium	parv3	2013-10-12	285	13285	31	0	0
parvifolium	parv3	2013-11-09	313	13313	31	0	0
parvifolium	parv3	2013-12-28	362	13362	0	0	31
parvifolium	parv3	2014-03-09	68	14068	0	0	0
parvifolium	parv3	2014-03-22	81	14081	26	26	0
parvifolium	parv3	2014-04-13	103	14103	64	38	0
parvifolium	parv3	2014-04-26	116	14116	72	8	0
parvifolium	parv3	2014-05-17	137	14137	72	0	0
parvifolium	parv3	2014-06-01	152	14152	76	4	0
parvifolium	parv3	2014-06-21	172	14172	76	0	0
parvifolium	parv3	2014-08-17	229	14229	71	0	5
parvifolium	parv3	2014-10-04	277	14277	69	0	2
parvifolium	parv3	2014-11-03	307	14307	59	0	10
parvifolium	parv3	2014-11-22	326	14326	0	0	59
parvifolium	parv3	2014-12-27	361	14361	0	0	0
parvifolium	parv3	2015-02-02	33	15033	0	0	0
parvifolium	parv3	2015-02-28	59	15059	0	0	0
parvifolium	parv3	2015-03-29	88	15088	0	0	0
parvifolium	parv3	2015-04-26	116	15116	0	0	0
parvifolium	parv3	2015-06-02	153	15153	0	0	0
parvifolium	parv4	2013-05-02	122	13122	18	0	0
parvifolium	parv4	2013-06-02	153	13153	22	4	0
parvifolium	parv4	2013-07-07	188	13188	22	0	0
parvifolium	parv4	2013-08-09	221	13221	22	0	0
parvifolium	parv4	2013-09-14	257	13257	22	0	0
parvifolium	parv4	2013-10-12	285	13285	22	0	0
parvifolium	parv4	2013-11-09	313	13313	22	0	0
parvifolium	parv4	2013-12-28	362	13362	0	0	22
parvifolium	parv4	2014-03-09	68	14068	0	0	0
parvifolium	parv4	2014-03-22	81	14081	30	30	0
parvifolium	parv4	2014-04-13	103	14103	32	2	0
parvifolium	parv4	2014-04-26	116	14116	32	0	0
parvifolium	parv4	2014-05-17	137	14137	28	0	4
parvifolium	parv4	2014-06-01	152	14152	28	0	0
parvifolium	parv4	2014-06-21	172	14172	28	0	0
parvifolium	parv4	2014-08-17	229	14229	24	0	4
parvifolium	parv4	2014-10-04	277	14277	22	0	2
parvifolium	parv4	2014-11-03	307	14307	21	0	1
parvifolium	parv4	2014-11-22	326	14326	3	0	18
parvifolium	parv4	2014-12-27	361	14361	0	0	3
parvifolium	parv4	2015-02-02	33	15033	0	0	0
parvifolium	parv4	2015-02-28	59	15059	0	0	0
parvifolium	parv4	2015-03-29	88	15088	28	28	0
parvifolium	parv4	2015-04-26	116	15116	28	0	0
parvifolium	parv4	2015-06-02	153	15153	28	0	0
phlebotrichum	phle1	2013-05-08	128	13128	28	0	0
phlebotrichum	phle1	2014-02-26	57	14057	0	0	0
phlebotrichum	phle1	2014-03-31	90	14090	35	35	0
phlebotrichum	phle1	2014-04-09	99	14099	52	17	0
phlebotrichum	phle1	2014-04-27	117	14117	56	4	0
phlebotrichum	phle1	2014-05-17	137	14137	56	0	0
phlebotrichum	phle1	2014-06-26	177	14177	55	0	1
phlebotrichum	phle1	2014-07-25	206	14206	55	0	0
phlebotrichum	phle1	2014-09-10	253	14253	53	0	2
phlebotrichum	phle1	2014-09-26	269	14269	53	0	0
phlebotrichum	phle1	2014-10-15	288	14288	52	0	1
phlebotrichum	phle1	2014-10-29	302	14302	50	0	2
phlebotrichum	phle1	2014-11-15	319	14319	4	0	46
phlebotrichum	phle1	2014-11-27	331	14331	0	0	4
phlebotrichum	phle2	2014-02-26	57	14057	0	0	0
phlebotrichum	phle2	2014-03-31	90	14090	2	2	0
phlebotrichum	phle2	2014-04-09	99	14099	32	30	0
phlebotrichum	phle2	2014-04-27	117	14117	34	4	0
phlebotrichum	phle2	2014-05-17	137	14137	34	0	0
phlebotrichum	phle2	2014-06-26	177	14177	36	2	0
phlebotrichum	phle2	2014-07-25	206	14206	36	0	0
phlebotrichum	phle2	2014-09-10	253	14253	35	0	1
phlebotrichum	phle2	2014-09-26	269	14269	30	0	5
phlebotrichum	phle2	2014-10-15	288	14288	25	0	5
phlebotrichum	phle2	2014-10-29	302	14302	15	0	10
phlebotrichum	phle2	2014-11-15	319	14319	0	0	15
phlebotrichum	phle2	2014-11-27	331	14331	0	0	0
phlebotrichum	phle3	2014-02-26	57	14057	0	0	0
phlebotrichum	phle3	2014-03-31	90	14090	43	43	0
phlebotrichum	phle3	2014-04-09	99	14099	48	5	0
phlebotrichum	phle3	2014-04-27	117	14117	52	4	0
phlebotrichum	phle3	2014-05-17	137	14137	54	2	0
phlebotrichum	phle3	2014-06-26	177	14177	54	0	0
phlebotrichum	phle3	2014-07-25	206	14206	54	0	0
phlebotrichum	phle3	2014-09-10	253	14253	51	0	3
phlebotrichum	phle3	2014-09-26	269	14269	50	0	1
phlebotrichum	phle3	2014-10-15	288	14288	47	0	3
phlebotrichum	phle3	2014-10-29	302	14302	44	0	3
phlebotrichum	phle3	2014-11-15	319	14319	21	0	23
phlebotrichum	phle3	2014-11-27	331	14331	0	0	21
phlebotrichum	phle4	2014-02-26	57	14057	0	0	0
phlebotrichum	phle4	2014-03-31	90	14090	22	22	0
phlebotrichum	phle4	2014-04-09	99	14099	46	24	0
phlebotrichum	phle4	2014-04-27	117	14117	50	4	0
phlebotrichum	phle4	2014-05-17	137	14137	50	0	0
phlebotrichum	phle4	2014-06-26	177	14177	50	0	0
phlebotrichum	phle4	2014-07-25	206	14206	50	0	0
phlebotrichum	phle4	2014-09-10	253	14253	31	0	19
phlebotrichum	phle4	2014-09-26	269	14269	31	0	0
phlebotrichum	phle4	2014-10-15	288	14288	25	0	6
phlebotrichum	phle4	2014-10-29	302	14302	19	0	6
phlebotrichum	phle4	2014-11-15	319	14319	1	0	18
phlebotrichum	phle4	2014-11-27	331	14331	0	0	1
propinquum	prop1	2013-05-02	122	13122	27	27	0
propinquum	prop1	2013-06-02	153	13153	35	8	0
propinquum	prop1	2013-07-07	188	13188	37	2	0
propinquum	prop1	2013-08-09	221	13221	37	0	0
propinquum	prop1	2013-09-14	257	13257	39	2	0
propinquum	prop1	2013-10-12	285	13285	39	0	0
propinquum	prop1	2013-11-09	313	13313	39	0	0
propinquum	prop1	2013-12-28	362	13362	39	0	0
propinquum	prop1	2014-03-09	68	14068	29	0	10
propinquum	prop1	2014-03-22	81	14081	71	42	0
propinquum	prop1	2014-04-13	103	14103	74	3	0
propinquum	prop1	2014-04-26	116	14116	71	0	3
propinquum	prop1	2014-05-17	137	14137	71	0	0
propinquum	prop1	2014-06-01	152	14152	71	0	0
propinquum	prop1	2014-06-21	172	14172	71	0	0
propinquum	prop1	2014-08-17	229	14229	62	0	9
propinquum	prop1	2014-10-04	277	14277	53	0	9
propinquum	prop1	2014-11-03	307	14307	53	0	0
propinquum	prop1	2014-11-22	326	14326	53	0	0
propinquum	prop1	2014-12-27	361	14361	53	0	0
propinquum	prop1	2015-02-02	33	15033	52	0	1
propinquum	prop1	2015-02-28	59	15059	52	0	0
propinquum	prop1	2015-03-29	88	15088	102	50	0
propinquum	prop1	2015-04-26	116	15116	102	0	0
propinquum	prop1	2015-06-02	153	15153	99	0	3
propinquum	prop2	2013-05-02	122	13122	28	0	0
propinquum	prop2	2013-06-02	153	13153	28	0	0
propinquum	prop2	2013-07-07	188	13188	35	7	0
propinquum	prop2	2013-08-09	221	13221	35	0	0
propinquum	prop2	2013-09-14	257	13257	37	2	0
propinquum	prop2	2013-10-12	285	13285	38	1	0
propinquum	prop2	2013-11-09	313	13313	38	0	0
propinquum	prop2	2013-12-28	362	13362	38	0	0
propinquum	prop2	2014-03-09	68	14068	47	9	0
propinquum	prop2	2014-03-22	81	14081	50	3	0
propinquum	prop2	2014-04-13	103	14103	45	0	5
propinquum	prop2	2014-04-26	116	14116	46	1	0
propinquum	prop2	2014-05-17	137	14137	44	0	2
propinquum	prop2	2014-06-01	152	14152	48	4	0
propinquum	prop2	2014-06-21	172	14172	13	0	35
propinquum	prop2	2014-08-17	229	14229	45	32	0
propinquum	prop2	2014-10-04	277	14277	44	0	1
propinquum	prop2	2014-11-03	307	14307	45	1	0
propinquum	prop2	2014-11-22	326	14326	45	0	0
propinquum	prop2	2014-12-27	361	14361	45	0	0
propinquum	prop2	2015-02-02	33	15033	45	0	0
propinquum	prop2	2015-02-28	59	15059	44	0	1
propinquum	prop2	2015-03-29	88	15088	64	20	0
propinquum	prop2	2015-04-26	116	15116	64	0	0
propinquum	prop2	2015-06-02	153	15153	66	2	0
propinquum	prop3	2013-05-02	122	13122	30	0	0
propinquum	prop3	2013-06-02	153	13153	34	4	0
propinquum	prop3	2013-07-07	188	13188	36	2	0
propinquum	prop3	2013-08-09	221	13221	36	0	0
propinquum	prop3	2013-09-14	257	13257	38	2	0
propinquum	prop3	2013-10-12	285	13285	38	0	0
propinquum	prop3	2013-11-09	313	13313	38	0	0
propinquum	prop3	2013-12-28	362	13362	38	0	0
propinquum	prop3	2014-03-09	68	14068	29	0	9
propinquum	prop3	2014-03-22	81	14081	47	18	0
propinquum	prop3	2014-04-13	103	14103	55	8	0
propinquum	prop3	2014-04-26	116	14116	51	0	4
propinquum	prop3	2014-05-17	137	14137	48	0	3
propinquum	prop3	2014-06-01	152	14152	49	1	0
propinquum	prop3	2014-06-21	172	14172	49	0	0
propinquum	prop3	2014-08-17	229	14229	49	0	0
propinquum	prop3	2014-10-04	277	14277	45	0	4
propinquum	prop3	2014-11-03	307	14307	43	0	2
propinquum	prop3	2014-11-22	326	14326	43	0	0
propinquum	prop3	2014-12-27	361	14361	45	2	0
propinquum	prop3	2015-02-02	33	15033	45	0	0
propinquum	prop3	2015-02-28	59	15059	45	0	0
propinquum	prop3	2015-03-29	88	15088	43	0	2
propinquum	prop3	2015-04-26	116	15116	43	0	0
propinquum	prop3	2015-06-02	153	15153	43	0	0
propinquum	prop4	2013-05-02	122	13122	30	0	0
propinquum	prop4	2013-06-02	153	13153	34	4	0
propinquum	prop4	2013-07-07	188	13188	34	0	0
propinquum	prop4	2013-08-09	221	13221	34	0	0
propinquum	prop4	2013-09-14	257	13257	34	0	0
propinquum	prop4	2013-10-12	285	13285	34	0	0
propinquum	prop4	2013-11-09	313	13313	34	0	0
propinquum	prop4	2013-12-28	362	13362	34	0	0
propinquum	prop4	2014-03-09	68	14068	29	0	5
propinquum	prop4	2014-03-22	81	14081	35	6	0
propinquum	prop4	2014-04-13	103	14103	32	0	3
propinquum	prop4	2014-04-26	116	14116	47	15	0
propinquum	prop4	2014-05-17	137	14137	44	0	3
propinquum	prop4	2014-06-01	152	14152	44	0	0
propinquum	prop4	2014-06-21	172	14172	44	0	0
propinquum	prop4	2014-08-17	229	14229	40	0	4
propinquum	prop4	2014-10-04	277	14277	37	0	3
propinquum	prop4	2014-11-03	307	14307	36	0	1
propinquum	prop4	2014-11-22	326	14326	36	0	0
propinquum	prop4	2014-12-27	361	14361	34	0	2
propinquum	prop4	2015-02-02	33	15033	34	0	0
propinquum	prop4	2015-02-28	59	15059	34	0	0
propinquum	prop4	2015-03-29	88	15088	49	15	0
propinquum	prop4	2015-04-26	116	15116	51	2	0
propinquum	prop4	2015-06-02	153	15153	50	0	1
sieboldii	sie1	2014-02-26	57	14057	0	0	0
sieboldii	sie1	2014-03-31	90	14090	10	10	0
sieboldii	sie1	2014-04-09	99	14099	30	20	0
sieboldii	sie1	2014-04-27	117	14117	41	11	0
sieboldii	sie1	2014-05-17	137	14137	46	5	0
sieboldii	sie1	2014-06-26	177	14177	40	0	6
sieboldii	sie1	2014-07-25	206	14206	27	0	13
sieboldii	sie1	2014-09-10	253	14253	34	7	0
sieboldii	sie1	2014-09-26	269	14269	34	0	0
sieboldii	sie1	2014-10-15	288	14288	28	0	6
sieboldii	sie1	2014-10-29	302	14302	24	0	4
sieboldii	sie1	2014-11-15	319	14319	23	0	1
sieboldii	sie1	2014-11-27	331	14331	12	0	11
sieboldii	sie1	2014-12-26	360	14360	1	0	11
sieboldii	sie2	2014-02-26	57	14057	0	0	0
sieboldii	sie2	2014-03-31	90	14090	66	66	0
sieboldii	sie2	2014-04-09	99	14099	90	24	0
sieboldii	sie2	2014-04-27	117	14117	101	11	0
sieboldii	sie2	2014-05-17	137	14137	100	0	1
sieboldii	sie2	2014-06-26	177	14177	104	4	0
sieboldii	sie2	2014-07-25	206	14206	88	0	16
sieboldii	sie2	2014-09-10	253	14253	65	0	23
sieboldii	sie2	2014-09-26	269	14269	61	0	4
sieboldii	sie2	2014-10-15	288	14288	26	0	35
sieboldii	sie2	2014-10-29	302	14302	12	0	14
sieboldii	sie2	2014-11-15	319	14319	5	0	7
sieboldii	sie2	2014-11-27	331	14331	0	0	5
sieboldii	sie2	2014-12-26	360	14360	0	0	0
sieboldii	sie3	2014-02-26	57	14057	0	0	0
sieboldii	sie3	2014-03-31	90	14090	30	30	0
sieboldii	sie3	2014-04-09	99	14099	41	11	0
sieboldii	sie3	2014-04-27	117	14117	41	0	0
sieboldii	sie3	2014-05-17	137	14137	43	2	0
sieboldii	sie3	2014-06-26	177	14177	38	0	5
sieboldii	sie3	2014-07-25	206	14206	36	0	2
sieboldii	sie3	2014-09-10	253	14253	28	0	8
sieboldii	sie3	2014-09-26	269	14269	26	0	2
sieboldii	sie3	2014-10-15	288	14288	23	0	3
sieboldii	sie3	2014-10-29	302	14302	19	0	4
sieboldii	sie3	2014-11-15	319	14319	3	0	16
sieboldii	sie3	2014-11-27	331	14331	0	0	3
sieboldii	sie3	2014-12-26	360	14360	0	0	0
sieboldii	sie4	2014-02-26	57	14057	0	0	0
sieboldii	sie4	2014-03-31	90	14090	46	46	0
sieboldii	sie4	2014-04-09	99	14099	53	7	0
sieboldii	sie4	2014-04-27	117	14117	56	3	0
sieboldii	sie4	2014-05-17	137	14137	55	0	1
sieboldii	sie4	2014-06-26	177	14177	50	0	5
sieboldii	sie4	2014-07-25	206	14206	41	0	9
sieboldii	sie4	2014-09-10	253	14253	35	0	6
sieboldii	sie4	2014-09-26	269	14269	34	0	1
sieboldii	sie4	2014-10-15	288	14288	32	0	2
sieboldii	sie4	2014-10-29	302	14302	28	0	4
sieboldii	sie4	2014-11-15	319	14319	7	0	21
sieboldii	sie4	2014-11-27	331	14331	0	0	7
sieboldii	sie4	2014-12-26	360	14360	0	0	0
sieboldii	sie5	2014-02-26	57	14057	0	0	0
sieboldii	sie5	2014-03-31	90	14090	48	48	0
sieboldii	sie5	2014-04-09	99	14099	65	17	0
sieboldii	sie5	2014-04-27	117	14117	76	11	0
sieboldii	sie5	2014-05-17	137	14137	75	0	1
sieboldii	sie5	2014-06-26	177	14177	70	0	5
sieboldii	sie5	2014-07-25	206	14206	65	0	5
sieboldii	sie5	2014-09-10	253	14253	56	0	9
sieboldii	sie5	2014-09-26	269	14269	54	0	2
sieboldii	sie5	2014-10-15	288	14288	39	0	15
sieboldii	sie5	2014-10-29	302	14302	17	0	22
sieboldii	sie5	2014-11-15	319	14319	1	0	16
sieboldii	sie5	2014-11-27	331	14331	0	0	1
sieboldii	sie5	2014-12-26	360	14360	0	0	0
sympodiale	sym1	2013-05-02	122	13122	26	0	0
sympodiale	sym1	2013-06-02	153	13153	34	8	0
sympodiale	sym1	2013-07-07	188	13188	34	0	0
sympodiale	sym1	2013-08-09	221	13221	34	0	0
sympodiale	sym1	2013-09-14	257	13257	34	0	0
sympodiale	sym1	2013-10-12	285	13285	34	0	0
sympodiale	sym1	2013-11-09	313	13313	34	0	0
sympodiale	sym1	2013-12-28	362	13362	0	0	34
sympodiale	sym1	2014-03-09	68	14068	0	0	0
sympodiale	sym1	2014-03-22	81	14081	0	0	0
sympodiale	sym1	2014-04-13	103	14103	32	32	0
sympodiale	sym1	2014-04-26	116	14116	32	0	0
sympodiale	sym1	2014-05-17	137	14137	32	0	0
sympodiale	sym1	2014-06-01	152	14152	32	0	0
sympodiale	sym1	2014-06-21	172	14172	32	0	0
sympodiale	sym1	2014-08-17	229	14229	21	0	11
sympodiale	sym1	2014-10-04	277	14277	14	0	7
sympodiale	sym1	2014-11-03	307	14307	5	0	9
sympodiale	sym1	2014-11-22	326	14326	2	0	3
sympodiale	sym1	2014-12-27	361	14361	2	0	0
sympodiale	sym1	2015-02-02	33	15033	2	0	0
sympodiale	sym1	2015-02-28	59	15059	2	0	0
sympodiale	sym1	2015-03-29	88	15088	0	0	2
sympodiale	sym1	2015-04-26	116	15116	30	30	0
sympodiale	sym1	2015-06-02	153	15153	30	0	0
sympodiale	sym2	2013-05-02	122	13122	32	0	0
sympodiale	sym2	2013-06-02	153	13153	51	19	0
sympodiale	sym2	2013-07-07	188	13188	53	2	0
sympodiale	sym2	2013-08-09	221	13221	55	2	0
sympodiale	sym2	2013-09-14	257	13257	55	0	0
sympodiale	sym2	2013-10-12	285	13285	55	0	0
sympodiale	sym2	2013-11-09	313	13313	55	0	0
sympodiale	sym2	2013-12-28	362	13362	0	0	55
sympodiale	sym2	2014-03-09	68	14068	0	0	0
sympodiale	sym2	2014-03-22	81	14081	0	0	0
sympodiale	sym2	2014-04-13	103	14103	51	51	0
sympodiale	sym2	2014-04-26	116	14116	51	0	0
sympodiale	sym2	2014-05-17	137	14137	53	2	0
sympodiale	sym2	2014-06-01	152	14152	53	0	0
sympodiale	sym2	2014-06-21	172	14172	63	10	0
sympodiale	sym2	2014-08-17	229	14229	48	0	15
sympodiale	sym2	2014-10-04	277	14277	48	0	0
sympodiale	sym2	2014-11-03	307	14307	0	0	48
sympodiale	sym2	2014-11-22	326	14326	0	0	0
sympodiale	sym2	2014-12-27	361	14361	0	0	0
sympodiale	sym2	2015-02-02	33	15033	0	0	0
sympodiale	sym2	2015-02-28	59	15059	0	0	0
sympodiale	sym2	2015-03-29	88	15088	0	0	0
sympodiale	sym2	2015-04-26	116	15116	70	70	0
sympodiale	sym2	2015-06-02	153	15153	70	0	0
sympodiale	sym3	2013-05-02	122	13122	26	0	0
sympodiale	sym3	2013-06-02	153	13153	60	34	0
sympodiale	sym3	2013-07-07	188	13188	62	2	0
sympodiale	sym3	2013-08-09	221	13221	62	0	0
sympodiale	sym3	2013-09-14	257	13257	62	0	0
sympodiale	sym3	2013-10-12	285	13285	64	2	0
sympodiale	sym3	2013-11-09	313	13313	64	0	0
sympodiale	sym3	2013-12-28	362	13362	0	0	64
sympodiale	sym3	2014-03-09	68	14068	0	0	0
sympodiale	sym3	2014-03-22	81	14081	0	0	0
sympodiale	sym3	2014-04-13	103	14103	57	57	0
sympodiale	sym3	2014-04-26	116	14116	57	0	0
sympodiale	sym3	2014-05-17	137	14137	61	4	0
sympodiale	sym3	2014-06-01	152	14152	61	0	0
sympodiale	sym3	2014-06-21	172	14172	62	1	0
sympodiale	sym3	2014-08-17	229	14229	62	0	0
sympodiale	sym3	2014-10-04	277	14277	60	0	2
sympodiale	sym3	2014-11-03	307	14307	0	0	60
sympodiale	sym3	2014-11-22	326	14326	0	0	0
sympodiale	sym3	2014-12-27	361	14361	0	0	0
sympodiale	sym3	2015-02-02	33	15033	0	0	0
sympodiale	sym3	2015-02-28	59	15059	0	0	0
sympodiale	sym3	2015-03-29	88	15088	69	69	0
sympodiale	sym3	2015-04-26	116	15116	80	11	0
sympodiale	sym3	2015-06-02	153	15153	90	10	0
sympodiale	sym4	2013-05-02	122	13122	23	0	0
sympodiale	sym4	2013-06-02	153	13153	39	16	0
sympodiale	sym4	2013-07-07	188	13188	39	0	0
sympodiale	sym4	2013-08-09	221	13221	39	0	0
sympodiale	sym4	2013-09-14	257	13257	49	10	0
sympodiale	sym4	2013-10-12	285	13285	49	0	0
sympodiale	sym4	2013-11-09	313	13313	49	0	0
sympodiale	sym4	2013-12-28	362	13362	0	0	49
sympodiale	sym4	2014-03-09	68	14068	0	0	0
sympodiale	sym4	2014-03-22	81	14081	0	0	0
sympodiale	sym4	2014-04-13	103	14103	30	30	0
sympodiale	sym4	2014-04-26	116	14116	30	0	0
sympodiale	sym4	2014-05-17	137	14137	42	12	0
sympodiale	sym4	2014-06-01	152	14152	42	0	0
sympodiale	sym4	2014-06-21	172	14172	42	0	0
sympodiale	sym4	2014-08-17	229	14229	39	0	3
sympodiale	sym4	2014-10-04	277	14277	39	0	0
sympodiale	sym4	2014-11-03	307	14307	2	0	37
sympodiale	sym4	2014-11-22	326	14326	0	0	0
sympodiale	sym4	2014-12-27	361	14361	0	0	0
sympodiale	sym4	2015-02-02	33	15033	0	0	0
sympodiale	sym4	2015-02-28	59	15059	0	0	0
sympodiale	sym4	2015-03-29	88	15088	0	0	0
sympodiale	sym4	2015-04-26	116	15116	24	24	0
sympodiale	sym4	2015-06-02	153	15153	24	0	0
taitoense	tait1	2013-05-02	122	13122	35	0	0
taitoense	tait1	2013-06-02	153	13153	43	8	0
taitoense	tait1	2013-07-07	188	13188	45	2	0
taitoense	tait1	2013-08-09	221	13221	45	0	0
taitoense	tait1	2013-09-14	257	13257	45	0	0
taitoense	tait1	2013-10-12	285	13285	45	0	0
taitoense	tait1	2013-11-09	313	13313	45	0	0
taitoense	tait1	2013-12-28	362	13362	45	0	0
taitoense	tait1	2014-03-09	68	14068	37	0	8
taitoense	tait1	2014-03-22	81	14081	69	32	0
taitoense	tait1	2014-04-13	103	14103	77	8	0
taitoense	tait1	2014-04-26	116	14116	81	4	0
taitoense	tait1	2014-05-17	137	14137	80	0	1
taitoense	tait1	2014-06-01	152	14152	79	0	1
taitoense	tait1	2014-06-21	172	14172	79	0	0
taitoense	tait1	2014-08-17	229	14229	73	0	6
taitoense	tait1	2014-10-04	277	14277	69	0	4
taitoense	tait1	2014-11-03	307	14307	69	0	0
taitoense	tait1	2014-11-22	326	14326	69	0	0
taitoense	tait1	2014-12-27	361	14361	69	0	0
taitoense	tait1	2015-02-02	33	15033	69	0	0
taitoense	tait1	2015-02-28	59	15059	65	0	4
taitoense	tait1	2015-03-29	88	15088	65	0	0
taitoense	tait1	2015-04-26	116	15116	65	0	0
taitoense	tait1	2015-06-02	153	15153	65	0	0
taitoense	tait2	2013-05-02	122	13122	31	0	0
taitoense	tait2	2013-06-02	153	13153	41	10	0
taitoense	tait2	2013-07-07	188	13188	41	0	0
taitoense	tait2	2013-08-09	221	13221	41	0	0
taitoense	tait2	2013-09-14	257	13257	41	0	0
taitoense	tait2	2013-10-12	285	13285	41	0	0
taitoense	tait2	2013-11-09	313	13313	41	0	0
taitoense	tait2	2013-12-28	362	13362	41	0	0
taitoense	tait2	2014-03-09	68	14068	41	0	0
taitoense	tait2	2014-03-22	81	14081	55	14	0
taitoense	tait2	2014-04-13	103	14103	57	2	0
taitoense	tait2	2014-04-26	116	14116	66	9	0
taitoense	tait2	2014-05-17	137	14137	58	0	8
taitoense	tait2	2014-06-01	152	14152	59	1	0
taitoense	tait2	2014-06-21	172	14172	59	0	0
taitoense	tait2	2014-08-17	229	14229	46	0	13
taitoense	tait2	2014-10-04	277	14277	44	0	2
taitoense	tait2	2014-11-03	307	14307	44	0	0
taitoense	tait2	2014-11-22	326	14326	44	0	0
taitoense	tait2	2014-12-27	361	14361	44	0	0
taitoense	tait2	2015-02-02	33	15033	44	0	0
taitoense	tait2	2015-02-28	59	15059	44	0	0
taitoense	tait2	2015-03-29	88	15088	54	10	0
taitoense	tait2	2015-04-26	116	15116	54	0	0
taitoense	tait2	2015-06-02	153	15153	50	0	4
taitoense	tait3	2013-05-02	122	13122	27	0	0
taitoense	tait3	2013-06-02	153	13153	57	30	0
taitoense	tait3	2013-07-07	188	13188	59	2	0
taitoense	tait3	2013-08-09	221	13221	59	0	0
taitoense	tait3	2013-09-14	257	13257	59	0	0
taitoense	tait3	2013-10-12	285	13285	59	0	0
taitoense	tait3	2013-11-09	313	13313	59	0	0
taitoense	tait3	2013-12-28	362	13362	59	0	0
taitoense	tait3	2014-03-09	68	14068	57	0	2
taitoense	tait3	2014-03-22	81	14081	75	18	0
taitoense	tait3	2014-04-13	103	14103	95	20	0
taitoense	tait3	2014-04-26	116	14116	109	14	0
taitoense	tait3	2014-05-17	137	14137	107	0	2
taitoense	tait3	2014-06-01	152	14152	109	2	0
taitoense	tait3	2014-06-21	172	14172	109	0	0
taitoense	tait3	2014-08-17	229	14229	101	0	8
taitoense	tait3	2014-10-04	277	14277	90	0	11
taitoense	tait3	2014-11-03	307	14307	89	0	1
taitoense	tait3	2014-11-22	326	14326	88	0	1
taitoense	tait3	2014-12-27	361	14361	88	0	0
taitoense	tait3	2015-02-02	33	15033	88	0	0
taitoense	tait3	2015-02-28	59	15059	87	0	1
taitoense	tait3	2015-03-29	88	15088	121	34	0
taitoense	tait3	2015-04-26	116	15116	121	0	0
taitoense	tait3	2015-06-02	153	15153	119	0	2
taitoense	tait4	2013-05-02	122	13122	32	0	0
taitoense	tait4	2013-06-02	153	13153	36	4	0
taitoense	tait4	2013-07-07	188	13188	36	0	0
taitoense	tait4	2013-08-09	221	13221	36	0	0
taitoense	tait4	2013-09-14	257	13257	36	0	0
taitoense	tait4	2013-10-12	285	13285	36	0	0
taitoense	tait4	2013-11-09	313	13313	36	0	0
taitoense	tait4	2013-12-28	362	13362	36	0	0
